id,T2_K,T2_J,T2_I,mean_confidence_interval_inf,RT_K,T1_I,T1_J,T1_K,technique,VEC2,VEC1,SCR,ACOPY_x,ACOPY_y,U1_I,RT_J,runs,mean_confidence_interval_sup,cost_std,U_K,U_J,U_I,correct_result,cost_mean,RT_I
101,256,2048,256,0.23333114633857693,1,256,1,64,RS,False,False,False,False,False,14,8,35,0.23345656794713732,0.00018929027487767439,27,18,1,True,0.23339385714285713,1
102,1024,512,1,0.13032878548035456,8,128,64,512,RS,True,True,False,True,False,13,8,35,0.13036590023393116,5.6014764817417544e-05,10,1,16,True,0.13034734285714286,1
103,256,256,1024,inf,32,256,16,16,RS,True,True,False,False,True,5,1,1,inf,inf,1,7,27,False,inf,1
104,2048,1024,1,0.13467267669717084,1,16,64,256,RS,True,True,False,False,False,24,8,35,0.13475812330282919,0.0001289587309402297,1,8,9,True,0.1347154,1
105,1,128,128,0.09873915541480105,1,16,1,32,RS,False,True,True,False,False,12,1,35,0.0987623588709132,3.501939287810374e-05,12,3,1,True,0.09875075714285712,8
106,256,128,512,inf,32,64,16,64,RS,True,True,False,True,True,23,1,1,inf,inf,16,1,15,False,inf,1
107,1,2048,256,0.0917355801090191,1,16,64,32,RS,False,False,True,True,False,28,1,35,0.09175387131955236,2.7605675843483267e-05,2,1,26,True,0.09174472571428573,8
108,1,1,64,0.29551933122132096,1,64,1,256,RS,False,True,False,False,False,23,1,35,0.2956520402072505,0.00020028861624145738,1,16,20,True,0.29558568571428573,32
109,1024,64,64,0.1970837013672848,8,32,1,128,RS,True,True,False,False,True,21,8,35,0.1971181843470009,5.204280812514809e-05,29,27,1,True,0.19710094285714286,1
110,512,256,128,0.14697310891463505,1,16,128,512,RS,True,False,False,False,True,16,32,35,0.1469867196567935,2.0541764326190106e-05,17,1,5,True,0.14697991428571427,1
111,256,64,128,0.12384427051324988,32,16,32,256,RS,False,False,True,False,False,1,1,35,0.12386961520103583,3.825100772315394e-05,11,1,14,True,0.12385694285714285,1
112,256,512,1024,0.24560602029271725,1,16,256,64,RS,True,True,False,True,True,27,1,35,0.24573323685013995,0.00019199926870608954,1,2,26,True,0.2456696285714286,32
113,1024,1024,1024,0.09846698679152317,1,32,128,512,RS,True,True,False,True,False,7,1,35,0.09849651035133396,4.455789409892009e-05,1,13,27,True,0.09848174857142857,8
114,2048,64,2048,0.12246798876899193,8,512,1,32,RS,False,False,True,False,True,8,1,35,0.12248909694529375,3.1857130044840656e-05,1,12,4,True,0.12247854285714284,1
115,64,512,64,inf,1,32,1,1,RS,True,True,True,True,False,14,32,1,inf,inf,30,29,1,False,inf,1
116,1,64,1,inf,32,256,32,1,RS,False,False,False,False,True,2,1,1,inf,inf,3,1,21,False,inf,1
117,128,1024,1,inf,32,128,32,32,RS,False,False,False,True,True,8,1,1,inf,inf,1,25,29,False,inf,1
118,1024,1,2048,0.21679161894982538,8,64,16,1,RS,False,True,True,True,False,12,1,35,0.21685706676446034,9.877592039044462e-05,1,21,11,True,0.21682434285714286,1
119,128,1,1024,0.16261584876816,1,512,1,128,RS,False,True,False,False,True,8,1,35,0.1626516940889829,5.4098896589903154e-05,30,1,24,True,0.16263377142857144,1
120,256,1024,64,0.25602270723792603,8,16,512,1,RS,False,False,False,False,True,12,8,35,0.25613552133350254,0.00017026261588307814,21,12,1,True,0.2560791142857143,1
121,2048,512,128,0.1112934462566089,1,16,256,1,RS,False,False,True,False,True,9,8,35,0.11132398231481964,4.6085988839851246e-05,20,1,8,True,0.11130871428571427,8
122,1,128,64,inf,1,1,32,32,RS,True,True,True,True,False,18,32,1,inf,inf,29,16,1,False,inf,1
123,1,1024,2048,0.23618657863957204,8,256,64,16,RS,True,True,False,False,True,20,8,35,0.2364156499318566,0.0003457216693426355,1,1,18,True,0.23630111428571432,1
124,1024,1,1,0.09252428675742576,1,128,256,64,RS,True,False,True,True,True,12,8,35,0.09255179895685996,4.1522285140216756e-05,16,1,3,True,0.09253804285714286,8
125,1024,1,128,0.09923003096997748,1,1,128,128,RS,False,False,True,True,True,24,1,35,0.09925002617287965,3.0177395243352826e-05,1,13,4,True,0.09924002857142857,8
126,128,1024,1024,0.09274380944619122,8,64,128,128,RS,False,True,True,True,False,4,1,35,0.09276477341095161,3.163948140651995e-05,13,29,1,True,0.09275429142857142,8
127,1,64,1,inf,1,512,16,1,RS,True,False,True,True,False,3,32,1,inf,inf,6,27,1,False,inf,1
128,512,1,512,0.18334603791407877,8,256,512,512,RS,True,False,False,True,True,15,1,35,0.18346464780020694,0.0001790098070509187,6,1,27,True,0.18340534285714286,1
129,1024,512,2048,0.1006001845106654,8,1,256,128,RS,True,True,True,True,False,5,1,35,0.1006253012036203,3.790691068329119e-05,19,1,13,True,0.10061274285714285,1
130,512,1,256,0.1258738110256771,1,1,16,256,RS,False,True,False,False,False,10,1,35,0.12596658897432286,0.00014002342661140673,1,23,6,True,0.12592019999999998,1
131,256,512,512,inf,1,128,64,256,RS,True,True,True,True,False,11,32,1,inf,inf,29,1,14,False,inf,1
132,1024,2048,256,0.18909709560362212,32,16,512,64,RS,True,True,True,True,False,4,1,35,0.1891161043963779,2.868867372326635e-05,16,4,1,True,0.1891066,1
133,512,1,512,0.28072353548677814,1,256,32,512,RS,True,False,False,False,False,27,1,35,0.281020521656079,0.0004482209586298935,1,10,11,True,0.28087202857142857,32
134,256,1,1,0.21418630675148873,8,32,128,1,RS,False,False,False,False,False,10,1,35,0.214290778962797,0.00015767277921734915,25,1,24,True,0.21423854285714286,1
135,2048,512,1,0.1128959569390166,8,128,16,128,RS,True,False,False,True,True,28,1,35,0.11293387163241195,5.722205939698971e-05,8,2,1,True,0.11291491428571428,8
136,1024,2048,256,0.09870481786345886,1,16,16,512,RS,True,False,True,True,True,11,8,35,0.09879402213654112,0.00013462992195538935,1,15,18,True,0.09874941999999999,8
137,512,64,1,0.15868360831006428,8,32,32,32,RS,False,True,False,False,False,27,8,35,0.15878067740422147,0.00014649975969890377,1,22,25,True,0.15873214285714288,1
138,512,512,2048,0.0905389754353326,8,128,512,64,RS,False,True,True,False,False,30,1,35,0.09056380170752454,3.746859844440164e-05,1,30,18,True,0.09055138857142857,8
139,1024,256,2048,0.1206961807614669,1,256,1,128,RS,False,False,False,False,False,22,1,35,0.12072604780996163,4.5076298129518705e-05,1,17,12,True,0.12071111428571427,8
140,1024,2048,1024,0.21822939172444836,1,64,1,16,RS,False,True,False,False,False,22,32,35,0.21825243684698023,3.4780430810253596e-05,28,22,1,True,0.2182409142857143,1
141,256,256,256,0.4142610024870327,32,16,1,256,RS,False,False,False,False,False,5,1,35,0.41429928322725307,5.7774508890606717e-05,6,1,26,True,0.4142801428571429,1
142,1024,512,64,0.2246774215809301,1,32,32,1,RS,False,False,False,False,True,15,32,35,0.22514097841906996,0.0006996147021243687,15,1,29,True,0.22490920000000003,1
143,128,128,1,0.11301691246750831,8,16,64,32,RS,False,False,True,False,False,4,8,35,0.11304234467534885,3.838309576905327e-05,1,5,6,True,0.11302962857142858,1
144,2048,1024,1024,0.09925024993142728,1,32,1,32,RS,True,False,False,True,True,6,8,35,0.099298984354287,7.355153872611813e-05,1,4,27,True,0.09927461714285714,8
145,128,2048,64,0.2529734562169632,1,32,256,128,RS,False,True,True,True,True,6,1,35,0.253334658068751,0.0005451373060514049,17,10,1,True,0.2531540571428571,32
146,256,1024,512,0.17222958919031553,8,64,64,1,RS,True,False,True,True,False,1,1,35,0.17228498223825592,8.360094716776197e-05,24,19,1,True,0.17225728571428572,1
147,64,512,2048,0.09254408057973411,8,1,32,32,RS,False,True,True,True,False,29,1,35,0.09256591942026592,3.295987170571394e-05,12,24,1,True,0.09255500000000001,8
148,1,512,1,0.27393369076073104,1,256,32,512,RS,False,True,True,False,False,29,1,35,0.27416516638212596,0.0003493503591945885,29,17,1,True,0.2740494285714285,32
149,2048,512,256,0.09963113337760664,1,32,512,32,RS,True,False,True,False,True,20,1,35,0.09965433519382196,3.5016917893719235e-05,1,2,11,True,0.0996427342857143,8
150,2048,512,2048,0.30177993679671933,1,16,256,16,RS,True,False,False,False,True,3,32,35,0.3018016060604236,3.27039409720327e-05,13,7,1,True,0.30179077142857147,1
151,1024,512,512,inf,32,128,512,16,RS,True,False,False,False,True,10,1,1,inf,inf,21,24,1,False,inf,1
152,1024,1024,1,0.19443619863997524,1,32,32,64,RS,True,True,False,False,False,1,32,35,0.19455231564573894,0.0001752474728339738,21,14,1,True,0.1944942571428571,1
153,512,2048,512,0.1137993411117011,8,128,128,1,RS,True,True,False,True,False,26,1,35,0.11383151603115603,4.8559410277830305e-05,7,1,4,True,0.11381542857142857,8
154,128,512,64,0.24264524014132322,8,16,64,32,RS,False,True,False,True,False,16,8,35,0.24267681700153393,4.765680027283585e-05,20,8,1,True,0.24266102857142857,1
155,2048,1024,256,0.15826279978200875,1,128,1,256,RS,False,False,False,False,False,4,32,35,0.15950862878941985,0.0018802447040049816,1,9,19,True,0.1588857142857143,1
156,256,128,1,inf,32,64,1,16,RS,True,True,False,True,True,23,1,1,inf,inf,2,1,23,False,inf,1
157,1024,1,256,0.2865014589377962,1,64,1,64,RS,False,False,True,False,True,10,1,35,0.28664791249077526,0.00022103235334333004,13,16,1,True,0.28657468571428574,32
158,2048,256,512,0.1900985457199298,1,64,128,1,RS,True,True,False,True,False,14,1,35,0.19015111142292734,7.933382838695531e-05,1,19,15,True,0.19012482857142857,1
159,256,256,128,0.11969097226607098,8,32,32,128,RS,True,False,False,True,False,25,1,35,0.11971994201964334,4.372207213567101e-05,3,6,1,True,0.11970545714285716,8
160,64,512,64,0.29300232862979114,1,64,16,16,RS,True,False,False,True,True,22,8,35,0.2930362999416374,5.127058272597718e-05,1,22,18,True,0.29301931428571426,1
161,2048,256,512,0.18290525620139622,1,16,1,1,RS,True,True,True,True,False,7,8,35,0.18294388665574665,5.830230856212713e-05,21,12,1,True,0.18292457142857144,1
162,1,64,512,0.20968880941042872,8,1,1,32,RS,False,True,True,True,True,18,1,35,0.2097279334467142,5.904723809400894e-05,1,13,25,True,0.20970837142857146,1
163,64,1024,1,inf,1,128,1,16,RS,True,True,True,True,False,14,32,1,inf,inf,26,19,1,False,inf,1
164,1024,512,64,0.09031068692391546,8,16,128,1,RS,False,True,True,False,False,8,1,35,0.09033710736179883,3.987456393466489e-05,21,1,15,True,0.09032389714285714,8
165,128,256,2048,0.12345514883155444,8,32,256,128,RS,False,False,False,True,False,2,1,35,0.12349833688273125,6.518077843621555e-05,9,26,1,True,0.12347674285714284,8
166,1024,1024,2048,inf,1,32,256,256,RS,False,True,True,True,True,25,32,1,inf,inf,26,1,1,False,inf,1
167,1,1,256,0.0919148940774445,1,1,1,32,RS,True,False,True,False,False,30,1,35,0.09194212877969836,4.110347758265365e-05,16,1,17,True,0.09192851142857143,8
168,2048,1,512,0.12942507578087292,1,128,1,16,RS,True,True,False,True,False,15,8,35,0.12948515279055567,9.067013098623682e-05,20,1,13,True,0.1294551142857143,1
169,64,128,1,0.19414509936678556,32,1,32,32,RS,False,False,False,True,False,3,1,35,0.19420924349035726,9.68083484340603e-05,8,1,24,True,0.1941771714285714,1
170,512,64,256,0.17481101995106876,1,1,32,32,RS,False,False,True,True,False,28,8,35,0.17490709433464555,0.00014499851090016475,1,8,26,True,0.17485905714285715,1
