id,T2_K,T2_J,T2_I,mean_confidence_interval_inf,RT_K,baseline,T1_J,T1_K,technique,VEC2,VEC1,SCR,ACOPY_x,ACOPY_y,U1_I,RT_J,T1_I,runs,RT_I,U_K,U_J,U_I,cost_std,correct_result,cost_mean,mean_confidence_interval_sup
128,256,1024,2048,0.21423114136714622,1,False,32,64,RS,True,False,False,True,True,12,8,64,35,1,26,22,1,0.0003316905171747814,True,0.21434102857142856,0.2144509157757109
129,2048,256,512,0.1199026396792565,1,False,256,32,RS,True,True,False,False,False,6,8,128,35,8,2,1,14,3.9637706229069935e-05,True,0.11991577142857143,0.11992890317788636
130,256,256,1,0.14004419709809818,8,False,1,16,RS,True,True,True,False,False,11,1,128,35,1,1,30,22,0.00022009787062364047,True,0.1401171142857143,0.14019003147333042
131,1,2048,1024,0.14104595674579434,1,False,256,512,RS,True,True,True,False,False,9,32,1,35,1,27,1,21,5.808506077912247e-05,True,0.14106519999999997,0.1410844432542056
132,512,1,64,0.09657629688595368,8,False,64,512,RS,True,True,True,True,True,5,1,32,35,8,9,1,22,9.16930729362355e-05,True,0.09660667428571428,0.09663705168547487
133,128,1,128,0.11625333840459613,8,False,1,64,RS,False,False,False,False,False,9,1,16,35,8,26,1,23,4.097830187416106e-05,True,0.1162669142857143,0.11628049016683246
134,2048,2048,256,0.2744466515844319,8,False,1,16,RS,True,True,True,False,True,18,1,1,35,1,11,22,1,9.919486490988007e-05,True,0.27447951428571427,0.27451237698699665
135,256,256,1024,inf,1,False,128,1,RS,False,True,False,True,False,18,32,128,1,1,1,7,13,inf,False,inf,inf
136,128,64,256,0.2437797707704642,1,False,32,32,RS,False,False,True,False,False,13,1,32,35,32,30,1,10,0.00039266096920205176,True,0.24390985714285712,0.24403994351525005
137,512,2048,2048,0.17377083481616254,8,False,256,1,RS,True,False,True,True,True,6,1,64,35,1,7,1,30,9.777936846778811e-05,True,0.17380322857142855,0.17383562232669456
138,128,2048,2048,0.19325517031756378,8,False,32,32,RS,True,False,True,False,True,27,8,16,35,1,10,1,28,0.00022716429368747944,True,0.1933304285714286,0.1934056868252934
139,1024,128,512,0.5138016499870578,8,False,16,128,RS,True,False,False,True,False,16,1,256,35,1,1,18,30,0.0031556096026095527,True,0.5148470857142857,0.5158925214415137
140,1024,128,512,0.17460287749690553,1,False,32,512,RS,True,True,True,True,False,5,8,512,35,1,13,14,1,4.659538384774181e-05,True,0.17461831428571428,0.17463375107452303
141,64,1,1,0.22391676723686843,8,False,1,32,RS,True,False,True,True,True,2,8,32,35,1,27,22,1,3.9511403675498615e-05,True,0.22392985714285715,0.22394294704884588
142,1,512,1,0.11705692412483598,8,False,16,16,RS,True,False,False,False,True,5,1,32,35,8,26,1,10,3.5501928662757904e-05,True,0.11706868571428572,0.11708044730373546
