id,T2_K,T2_J,T2_I,mean_confidence_interval_inf,RT_K,baseline,T1_J,T1_K,technique,VEC2,VEC1,SCR,ACOPY_x,ACOPY_y,U1_I,RT_J,T1_I,runs,RT_I,U_K,U_J,U_I,cost_std,correct_result,cost_mean,mean_confidence_interval_sup
178,2048,4,256,2.8866583338340623,1,False,2,2048,DLMT,False,False,True,False,False,17,8,1,10,1,9,1,28,0.00022695594286118695,True,2.886799,2.8869396661659374
179,128,16,2048,4.497307269189945,2,False,16,8,DLMT,True,True,False,False,False,16,4,2,10,1,2,1,24,0.0004674622979449564,True,4.497597000000001,4.497886730810056
180,64,512,16,4.595286266414294,2,False,16,2,DLMT,False,False,False,True,True,16,2,8,10,16,22,1,30,0.0016436620698913472,True,4.596305,4.597323733585706
181,1,1,512,1.56062233155156,2,False,2048,2048,DLMT,True,False,True,False,False,5,4,512,10,4,25,12,1,0.00010917875251163661,True,1.56069,1.5607576684484399
182,1,32,1024,4.366799717623557,1,False,4,2048,DLMT,False,False,True,True,False,30,1,4,10,64,10,11,1,0.0001198499061326687,True,4.366874,4.366948282376443
183,32,64,1024,2.973543876784658,64,False,16,16,DLMT,True,False,True,True,False,22,1,4,10,1,1,8,3,0.0001970380673879981,True,2.973666,2.9737881232153422
184,1,64,16,2.8098890841010125,32,False,8,32,DLMT,False,True,False,True,True,5,2,1,10,2,8,7,1,0.00018379608265683197,True,2.810003,2.8101169158989876
185,1,8,128,2.7804498588746043,4,False,2,64,DLMT,False,False,False,True,False,23,1,16,10,1,22,1,14,0.0040806089006421445,True,2.782979,2.785508141125396
186,2048,1,512,inf,16,False,2048,2,DLMT,True,False,False,True,True,5,4,64,1,1,30,1,16,inf,False,inf,inf
187,8,8,1024,2.704988815054927,1,False,8,8,DLMT,True,False,False,False,False,26,4,128,10,16,14,12,1,0.0004617412695439424,True,2.7052750000000003,2.705561184945074
188,2048,1024,32,3.7023474563269976,2,False,16,1,DLMT,True,False,True,True,False,28,1,1,10,32,19,30,1,0.0028485928104943483,True,3.7041130000000004,3.7058785436730033
189,1,1,4,2.1027191162374925,8,False,16,128,DLMT,True,True,True,True,False,27,4,2,10,2,1,29,30,0.0005241793586168703,True,2.1030439999999997,2.103368883762507
190,1024,2,256,3.4786380327637794,1,False,1,32,DLMT,True,False,True,False,True,7,16,64,10,2,1,25,30,0.0001419295599936337,True,3.4787260000000004,3.4788139672362215
191,2048,64,1,3.1300602407091787,1,False,2,128,DLMT,False,False,True,False,True,9,2,4,10,32,1,14,4,0.00011739250401967539,True,3.130133,3.130205759290821
192,128,512,2048,3.4838189019955768,2,False,1,128,DLMT,True,False,True,False,True,14,1,32,10,1,8,2,1,0.00021151832071949177,True,3.48395,3.4840810980044234
193,16,2048,1,2.8893432941274293,2,False,2048,16,DLMT,False,False,True,True,True,16,16,32,10,2,16,9,1,0.0001786169084941041,True,2.8894539999999997,2.88956470587257
194,1024,2048,1,inf,64,False,1,16,DLMT,False,True,True,True,True,15,1,256,1,1,27,1,24,inf,False,inf,inf
195,32,1,1,2.510771534398285,4,False,8,8,DLMT,False,True,True,True,False,3,2,16,10,2,30,22,1,0.00015725457068083512,True,2.510869,2.510966465601715
196,256,1,128,2.076211995256124,4,False,8,8,DLMT,True,False,False,True,False,3,1,1,10,8,1,13,24,0.0001516706959171995,True,2.0763059999999998,2.0764000047438755
197,64,32,4,3.4489991585033413,8,False,1,16,DLMT,True,True,False,True,False,27,8,2,10,1,1,15,16,0.0032863146532247953,True,3.4510359999999998,3.4530728414966583
198,32,2048,256,3.712639680162893,2,False,4,1,DLMT,False,False,True,False,True,16,16,256,10,1,1,2,1,0.005595914223788651,True,3.7161079999999997,3.7195763198371066
199,2048,128,1,inf,1,False,2,2048,DLMT,True,True,False,True,False,23,64,32,1,1,21,1,12,inf,False,inf,inf
200,64,8,2048,7.905411250321507,1,False,2,2,DLMT,False,False,True,False,True,1,64,8,10,1,1,13,12,0.0012145138945274833,True,7.9061639999999995,7.9069167496784925
201,2048,512,1024,2.9527766748607225,2,False,32,1,DLMT,False,True,False,True,True,1,4,128,10,2,7,24,1,0.00042969873167143997,True,2.953043,2.9533093251392777
