id,T2_J,T2_I,T4_I,T2_Ja,T3_I,T3_Ja,mean_confidence_interval_inf,T4_J,baseline,T2_Ia,technique,T4_Ia,VEC4,VEC2,VEC3,VEC1,RT4_J,T3_J,U2_J,SCR,RT4_I,U1_I,T3_Ia,RT2_I,runs,U2_I,RT2_J,cost_mean,RT3_I,cost_std,RT3_J,correct_result,U4_J,U4_I,T4_Ja,mean_confidence_interval_sup,U3_I,U3_J
44,32,2,32,64,4,1,2.072095560964054,16,False,8,RS,512,True,True,True,False,2,64,3,False,1,24,64,2,10,1,1,2.0731460000000004,4,0.001694816804259423,32,True,5,1,128,2.074196439035947,1,20
45,1024,8,8,1,2,2048,2.657954638628855,4,False,512,RS,128,False,False,True,True,1,1024,1,True,8,27,16,2,10,22,2,2.6582809999999997,1,0.0005265633864978141,4,True,19,1,8,2.6586073613711445,16,1
46,1024,32,4,1024,512,256,3.6912533027519636,512,False,128,RS,2048,True,True,True,False,8,2,1,True,2,21,1,16,10,29,2,3.6915799999999996,4,0.0005271053025724706,4,True,1,9,2048,3.6919066972480357,1,8
47,8,64,512,1024,1,1024,5.890864735867532,1024,False,2048,RS,1,False,False,True,True,1,16,21,False,32,17,1,4,10,1,1,5.891152,16,0.0004634824700028598,2,True,1,8,2048,5.891439264132468,1,25
48,16,128,1,32,512,128,2.387219270806715,2,False,1024,RS,512,False,True,True,False,16,8,15,True,8,25,2048,4,10,1,4,2.3873349999999998,8,0.0001867217180725819,16,True,1,30,32,2.3874507291932847,1,16
49,4,8,1,4,2048,8,inf,32,False,8,RS,2048,True,False,True,False,1,2,1,True,8,15,1,2,1,16,32,inf,16,inf,8,False,11,1,1,inf,1,23
50,4,512,512,16,16,2,8.084392072179412,512,False,512,RS,1024,False,True,False,True,8,1,15,True,8,15,1024,1,10,1,32,8.084762,32,0.000596855091291064,4,True,1,21,1024,8.085131927820587,1,26
51,8,4,1,2048,1,1024,3.566301199195019,1,False,32,RS,64,True,True,False,False,8,64,13,False,4,30,32,2,10,1,8,3.566715,32,0.0006676413707972581,2,True,1,21,128,3.567128800804981,9,1
52,4,2,256,1,1,16,4.26295408680229,256,False,8,RS,512,True,False,False,True,2,2,1,True,4,20,8,1,10,1,32,4.263029,1,0.00012086769626341978,16,True,1,5,2048,4.26310391319771,1,4
53,16,2,512,1024,32,128,2.2812670588912574,1,False,1,RS,512,True,False,False,True,8,1,1,True,2,1,2048,1,10,20,2,2.282078,2,0.0013084020788732879,16,True,29,1,64,2.2828889411087423,11,1
54,4,4,2,512,128,2048,4.579969822792787,4,False,32,RS,16,False,True,False,False,1,64,1,True,8,13,128,16,10,28,2,4.580079,32,0.0001761505038313045,2,True,11,1,32,4.580188177207212,17,1
55,2,4,1024,2048,1,4,2.308720691533726,2,False,1024,RS,1,True,False,False,False,32,2,1,False,4,26,64,4,10,18,1,2.3089370000000002,8,0.0003490000000000237,16,True,1,13,32,2.3091533084662745,1,28
56,1,16,2048,2048,2,256,3.786141206790157,8,False,32,RS,1,True,True,False,False,4,128,12,False,32,4,32,2,10,1,8,3.7863929999999995,1,0.00040625238460842146,4,True,1,10,8,3.7866447932098417,1,6
57,128,2,256,512,8,64,5.404766957328352,2,False,8,RS,2048,True,False,False,True,2,32,9,True,16,5,1024,4,10,1,1,5.404870000000001,8,0.00016625281952505338,8,True,10,1,8,5.404973042671649,1,17
58,16,16,2,32,2,2048,2.520052760973228,32,False,32,RS,512,False,False,True,False,8,2,1,True,8,7,32,2,10,15,16,2.520945,1,0.0014395711166871798,4,True,1,15,32,2.5218372390267723,16,1
59,32,32,4,256,4,1,2.706154117386764,64,False,64,RS,512,True,False,True,False,8,8,10,True,4,2,512,8,10,1,4,2.709827,8,0.005925963297220148,16,True,15,1,64,2.7134998826132364,20,1
60,32,512,1,128,16,1,2.5318854727287605,1024,False,1024,RS,1024,False,False,True,False,16,1024,3,True,4,7,256,1,10,1,16,2.531991,2,0.00017026156348397248,8,True,1,2,2048,2.5320965272712397,1,23
61,32,2048,1,256,4,8,12.029010935278677,2,False,1,RS,64,False,False,False,True,2,2,25,False,32,12,256,16,10,1,1,12.029419999999998,8,0.0006599999999998344,8,True,1,8,32,12.02982906472132,1,22
62,4,512,1,512,1,256,2.775485783554656,32,False,2048,RS,8,True,False,False,True,4,4,1,True,32,8,2,8,10,5,8,2.7756499999999997,4,0.0002649528259897744,1,True,1,9,1,2.7758142164453434,1,13
63,64,1,1,512,8,256,2.3615609680759264,2,False,2,RS,64,False,False,True,True,1,1,1,True,8,30,256,1,10,23,2,2.361733,4,0.0002775626055504671,16,True,29,1,2048,2.3619050319240738,25,1
64,128,2048,1,2048,8,1024,2.3014893576959508,4,False,1,RS,32,True,True,True,True,2,256,13,False,2,14,1024,2,10,1,1,2.301638,2,0.00023982493615140347,32,True,23,1,64,2.3017866423040494,1,28
65,2,128,128,64,2048,2048,inf,4,False,512,RS,128,False,False,True,False,16,2048,1,False,2,18,1,2,1,26,16,inf,8,inf,16,False,4,1,4,inf,1,26
66,2048,64,256,1,256,1024,inf,512,False,256,RS,1,False,True,True,True,1,128,14,False,2,21,512,2,1,1,1,inf,2,inf,16,False,11,1,512,inf,29,1
67,4,32,2,128,32,4,4.319358319715016,32,False,64,RS,16,True,False,False,False,4,2,10,False,1,30,512,8,10,1,16,4.320315,16,0.0015435430023164336,8,True,1,7,128,4.321271680284984,1,21
68,2,128,2,64,256,256,2.76313464528296,32,False,1024,RS,128,False,True,True,True,8,16,1,False,2,29,256,8,10,17,1,2.763292,16,0.0002538818622902793,8,True,1,26,32,2.76344935471704,1,25
69,256,64,4,256,512,2048,3.80988853260598,128,False,1024,RS,128,False,True,False,True,2,4,1,False,16,12,1,4,10,28,2,3.8101600000000007,32,0.00043799543376611693,1,True,1,24,1024,3.810431467394021,1,25
70,4,4,2,512,2,32,3.3150500982826894,1,False,1024,RS,256,False,False,False,True,32,4,8,False,4,28,256,1,10,1,4,3.315587,8,0.0008662568903045553,8,True,1,17,128,3.3161239017173103,19,1
71,32,256,8,64,16,256,3.545623376687175,16,False,2048,RS,128,True,False,False,False,8,16,1,False,4,8,1,1,10,4,2,3.5459090000000004,16,0.00046083511150952475,1,True,1,2,512,3.5461946233128256,1,5
72,1,1,16,8,128,1,4.189085330330693,4,False,64,RS,1,False,False,False,False,8,1024,6,True,8,26,1,1,10,1,1,4.189242,1,0.0002527765811936503,16,True,19,1,4,4.189398669669307,1,16
73,1,8,512,2,512,128,3.5807874593785742,1,False,128,RS,2048,True,False,False,False,16,2,1,True,2,19,1,32,10,2,2,3.5817989999999993,16,0.0016320566779373486,8,True,1,30,1024,3.5828105406214243,1,19
74,4,512,32,1024,4,64,1.8616371529942923,32,False,1024,RS,512,False,False,False,False,1,16,1,True,4,22,2048,2,10,14,4,1.8618029999999997,2,0.0002675836317864282,1,True,1,8,512,1.861968847005707,1,28
75,2,1,8,32,64,16,4.485769225721137,4,False,4,RS,1,False,False,True,True,16,1,1,False,1,10,1024,1,10,1,1,4.486056,8,0.0004626921222583603,2,True,6,1,32,4.486342774278862,27,1
76,16,1,1024,1024,4,1,3.3800466327628924,64,False,2,RS,2048,True,True,True,False,4,32,1,False,32,21,1024,2,10,14,1,3.38029,8,0.000392657611666942,2,True,1,20,1024,3.3805333672371076,1,15
77,16,1,128,256,2,128,2.55827078866596,2,False,512,RS,1,True,False,False,True,2,16,1,False,8,12,2,2,10,30,4,2.5583820000000004,1,0.0001794324385388589,8,True,22,1,2,2.558493211334041,1,2
78,128,4,4,128,2,1024,2.3276950866251687,8,False,16,RS,1,True,False,False,True,16,32,28,False,1,3,4,32,10,1,2,2.328081,8,0.0006226467698462828,8,True,30,1,32,2.3284669133748315,20,1
79,64,32,8,128,1024,1,4.195054744600143,8,False,32,RS,128,True,False,True,False,4,1,4,True,8,25,2048,8,10,1,4,4.195636,16,0.0009378187458139898,2,True,6,1,1,4.196217255399858,12,1
80,1024,4,1,1,128,512,inf,1024,False,4,RS,512,False,True,False,True,32,256,1,False,1,29,1024,1,1,2,16,inf,4,inf,32,False,1,8,1024,inf,1,19
81,8,4,1024,256,256,2048,3.803815020128624,2,False,1024,RS,1,True,True,False,True,8,512,18,False,16,12,1,32,10,1,1,3.8041110000000002,1,0.00047754476229977066,16,True,5,1,16,3.8044069798713767,1,14
82,2,8,1024,1,4,1,4.601615826173318,64,False,8,RS,1024,False,True,False,True,4,4,2,True,16,21,512,2,10,1,1,4.601838,1,0.0003584633872517021,4,True,21,1,1024,4.602060173826682,4,1
83,2,2,64,32,32,512,2.030291350723468,1,False,64,RS,64,True,False,True,True,4,32,1,True,1,22,32,1,10,10,4,2.030596,4,0.0004915322980232319,4,True,18,1,64,2.030900649276532,1,30
84,32,32,1024,2048,2,1,17.696303194846987,512,False,256,RS,1,False,False,False,True,16,2,1,True,1,22,256,2,10,7,1,17.696360000000006,2,9.165151389890319e-05,32,True,21,1,2048,17.696416805153024,1,25
85,2,32,2,1,64,512,3.8850136212745046,64,False,2048,RS,256,False,True,True,True,2,32,1,False,16,10,256,16,10,5,4,3.8854759999999997,32,0.0007460187665199804,2,True,18,1,128,3.885938378725495,16,1
86,16,4,4,1,2,1024,inf,256,False,64,RS,16,True,True,False,True,1,256,1,False,16,28,4,4,1,14,32,inf,2,inf,16,False,18,1,256,inf,4,1
87,256,512,16,1,2048,4,3.9163462602355974,2,False,2048,RS,256,False,True,False,True,1,1,4,False,4,4,1,4,10,1,4,3.9170590000000005,32,0.001149960434101927,1,True,1,3,64,3.9177717397644036,1,23
88,1,1,8,16,32,1,4.534498976914533,4,False,2048,RS,8,False,False,False,True,1,2,13,False,1,25,2048,1,10,1,1,4.534781000000001,2,0.0004550263728621083,16,True,1,20,32,4.535063023085468,1,7
89,128,2048,16,512,8,4,6.9404688740079665,4,False,1,RS,256,False,True,False,True,4,4,1,False,32,25,64,4,10,13,4,6.9411190000000005,32,0.0010489370810492598,2,True,5,1,4,6.941769125992034,1,30
90,2,128,2,128,1,16,2.667897370394209,2,False,1,RS,2048,False,True,False,True,16,16,1,True,1,18,1,2,10,12,2,2.6680859999999997,4,0.0003043419129860761,32,True,1,7,2,2.6682746296057904,1,6
91,32,64,2,256,1,512,2.222093904114682,16,False,64,RS,32,True,False,True,False,1,8,14,False,32,18,512,8,10,1,16,2.222411,2,0.0005116141123933279,1,True,23,1,128,2.2227280958853184,24,1
92,1,8,2,128,128,2048,3.644970692113079,1,False,128,RS,512,True,False,True,True,4,64,1,False,4,16,1,1,10,8,4,3.645393,32,0.0006813670083002317,1,True,29,1,2048,3.6458153078869207,1,10
93,16,1024,8,32,32,64,4.062246752694869,1024,False,1024,RS,16,True,False,False,True,2,2,26,True,32,27,256,1,10,1,2,4.062485999999999,32,0.0003860103625552418,4,True,27,1,1,4.062725247305129,1,19
94,4,8,512,64,512,512,4.491085589004433,256,False,16,RS,2048,True,False,False,False,2,1,1,True,16,14,512,8,10,26,1,4.491405,1,0.0005153493960409777,2,True,19,1,512,4.491724410995568,1,5
95,1,256,2,128,512,16,5.822248588967487,4,False,512,RS,2048,True,True,False,False,1,4,1,False,8,27,512,4,10,5,4,6.040193,4,0.35163949317589444,32,True,19,1,2048,6.258137411032513,1,24
96,64,1,16,2048,8,128,2.7292945784485894,2,False,32,RS,128,False,False,False,False,32,128,1,False,1,9,1,4,10,14,32,2.7297109999999996,2,0.0006718697790494498,1,True,9,1,64,2.7301274215514097,1,18
97,4,4,16,512,256,8,2.5241550765588547,8,False,2048,RS,512,True,False,False,True,8,2,1,True,1,17,1,32,10,5,1,2.524342,2,0.0003015891244724745,32,True,20,1,256,2.524528923441145,7,1
98,1,4,1,1,1,2048,1.8678882832968353,2048,False,64,RS,32,False,True,False,False,32,256,1,False,1,25,4,2,10,6,8,1.868028,1,0.000225424044857661,1,True,23,1,1,1.8681677167031647,1,25
99,1,512,2,512,4,256,inf,64,False,1024,RS,8,True,False,False,False,32,16,1,True,2,18,8,8,1,14,16,inf,16,inf,4,False,4,1,256,inf,1,21
100,128,64,512,256,16,256,inf,1,False,2048,RS,1,True,False,True,False,16,256,25,False,1,13,256,8,1,1,2,inf,4,inf,32,False,1,6,1,inf,5,1
101,4,2048,32,1,8,128,3.5225781223668955,1024,False,1,RS,1024,False,False,False,True,4,4,23,False,16,15,2048,8,10,1,1,3.522762,4,0.000296674906252691,2,True,1,21,1,3.522945877633105,16,1
102,2048,4,16,2048,4,2048,1.962820113648572,8,False,4,RS,512,False,False,False,False,16,32,1,True,2,21,512,8,10,8,16,1.9628729999999996,8,8.532877591999317e-05,1,True,16,1,1,1.9629258863514274,1,28
103,4,16,8,16,4,1024,inf,64,False,256,RS,512,False,True,False,False,4,32,14,False,16,21,1024,2,1,1,1,inf,2,inf,1,False,1,7,512,inf,1,20
104,32,8,1,64,1024,2048,2.9587238319318017,128,False,256,RS,4,True,False,False,True,4,1024,7,True,16,3,1024,8,10,1,4,2.9589980000000002,4,0.00044235280037550976,32,True,18,1,128,2.959272168068199,15,1
105,8,1,256,16,1024,256,2.7997396337609874,2,False,32,RS,256,True,False,False,True,8,256,24,False,8,22,1024,1,10,1,1,2.800154,4,0.0006685536627675975,1,True,1,5,2048,2.8005683662390126,1,20
106,2,32,1,16,1,2048,4.307470734851403,2048,False,128,RS,1024,True,False,False,True,2,1024,5,False,16,19,128,8,10,1,1,4.313623999999999,16,0.009927903303316455,1,True,1,12,1,4.319777265148595,11,1
107,1,16,16,1,1,1,inf,128,False,1,RS,128,True,False,False,False,4,512,1,True,1,4,4,32,1,5,2,inf,4,inf,16,False,1,4,1024,inf,1,8
108,8,64,8,32,128,512,3.550418764099024,256,False,256,RS,8,True,True,True,True,16,256,1,True,2,29,1,32,10,26,2,3.550714,2,0.00047634441321383253,16,True,1,3,1,3.551009235900976,5,1
109,2,64,16,2048,1,4,4.1412349403677515,4,False,2048,RS,64,True,False,True,False,8,4,1,True,16,7,1024,4,10,23,4,4.141414,2,0.0002889013672518888,2,True,1,2,128,4.141593059632249,1,17
110,32,1,64,512,8,64,6.106555602705288,1024,False,32,RS,2048,False,True,False,True,8,2,15,True,16,30,16,16,10,1,2,6.107096,1,0.00087189678288195,8,True,21,1,1,6.107636397294713,29,1
111,32,2,2,64,8,1,2.5838855015959044,4,False,16,RS,2048,True,False,False,False,8,16,1,True,16,23,8,32,10,5,2,2.5843160000000003,1,0.0006945818886208161,8,True,18,1,256,2.584746498404096,27,1
112,1,8,2,32,4,256,2.7262808446740388,32,False,64,RS,64,False,False,True,True,8,32,6,True,8,13,1024,4,10,1,4,2.7266000000000004,16,0.0005149368893369496,1,True,25,1,2048,2.726919155325962,1,6
113,1,16,4,2,64,512,2.5210670038075063,2,False,64,RS,1,False,True,False,True,1,8,15,False,1,1,256,4,10,1,2,2.521239,1,0.0002775049549106784,16,True,3,1,128,2.5214109961924938,14,1
114,32,32,8,2048,1,1,3.0202201036894354,64,False,1,RS,32,False,True,True,False,8,2,1,False,16,19,8,1,10,25,4,3.0203770000000003,8,0.0002531422524984924,8,True,1,23,2048,3.0205338963105652,20,1
115,4,128,2,16,4,1024,2.7261750161130465,8,False,256,RS,64,True,False,True,True,2,1024,16,True,1,16,64,1,10,1,1,2.7263019999999996,32,0.0002048804529475362,1,True,6,1,64,2.7264289838869527,1,20
116,4,8,2,64,256,256,3.3536329115029417,16,False,16,RS,256,False,True,True,True,2,2,1,True,1,23,512,32,10,19,2,3.353972,2,0.000547097797473149,32,True,1,14,128,3.3543110884970586,1,17
117,32,64,512,2048,1,4,2.449859623507384,1024,False,512,RS,2048,True,False,True,True,32,1,1,False,2,26,16,8,10,23,2,2.450093,8,0.0003765381786751801,8,True,1,9,1,2.4503263764926158,1,1
118,512,16,1,512,1,1,2.2639161608535563,8,False,2048,RS,128,True,True,True,False,4,256,1,False,4,4,2,2,10,18,16,2.264122,2,0.0003321084160331527,32,True,1,13,64,2.2643278391464436,1,14
119,256,8,4,2048,2,256,2.6503649434989045,128,False,16,RS,64,True,False,True,True,8,2,1,False,2,19,1024,2,10,8,16,2.6507330000000002,4,0.0005938358359007974,1,True,23,1,2048,2.651101056501096,20,1
120,1,16,16,128,8,64,3.1474798721041792,4,False,32,RS,1024,False,True,True,True,16,4,17,True,8,3,128,4,10,1,8,3.1478980000000005,4,0.0006746228576026843,8,True,16,1,8,3.148316127895822,9,1
121,1,16,8,2,4,32,2.6300181961228972,8,False,512,RS,1024,False,False,True,False,1,4,1,False,1,18,2048,4,10,9,16,2.630306,2,0.00046435331376010343,4,True,12,1,256,2.630593803877103,1,3
122,8,1,1024,8,64,1,4.132105186365935,4,False,256,RS,1,False,True,True,False,8,512,9,True,8,1,1024,4,10,1,16,4.132398,4,0.000472436239084204,1,True,1,18,64,4.132690813634065,1,30
123,4,16,256,2048,2,256,11.459431523440333,64,False,128,RS,1024,False,False,False,True,4,8,20,False,32,26,128,2,10,1,32,11.46071,32,0.002062740895022873,2,True,1,30,512,11.461988476559668,1,23
124,8,8,16,256,2,1024,4.563787696414318,2,False,1,RS,64,False,True,False,False,1,1,1,True,16,1,128,16,10,28,4,4.563854000000001,2,0.00010697663296252244,4,True,14,1,2,4.563920303585684,22,1
125,64,1024,8,256,8,256,1.9916992939800622,256,False,1,RS,16,False,False,True,False,1,8,1,False,2,1,128,8,10,10,4,1.992071,4,0.0005997241032341284,4,True,1,20,2048,1.9924427060199377,1,14
126,4,1,2048,1024,256,256,inf,1,False,256,RS,2048,True,True,False,True,1,8,1,True,8,2,1024,4,1,17,1,inf,1,inf,1,False,8,1,256,inf,1,26
127,8,4,16,128,1,2048,3.7542020366528974,64,False,128,RS,256,True,False,True,False,2,2048,1,False,16,11,512,4,10,23,16,3.754304,8,0.0001645113977814229,4,True,8,1,1024,3.7544059633471023,1,23
128,256,4,1,256,256,256,1.9270217496093323,32,False,1,RS,1,True,True,False,True,4,1,1,True,2,12,512,8,10,1,8,1.927167,2,0.0002343522989006326,2,True,1,10,128,1.927312250390668,20,1
129,128,512,512,256,4,16,inf,1,False,1024,RS,1,True,False,True,False,4,16,1,False,1,18,64,16,1,9,8,inf,32,inf,4,False,1,6,2,inf,15,1
130,64,256,256,2048,2,32,8.188334384153288,1024,False,512,RS,512,False,False,False,False,16,4,18,True,8,6,512,32,10,1,1,8.188896999999999,1,0.00090774500824818,8,True,24,1,2048,8.18945961584671,1,21
