id,T_J,runs,T_I,RT_J,RT_I,cost_mean,U_J,U_I,technique,mean_confidence_interval_inf,correct_result,OMP,VEC,cost_std,SCREP,mean_confidence_interval_sup,baseline
264,16,1,512,32,4,inf,1,6,RS,inf,False,True,True,inf,False,inf,False
265,2048,10,2048,8,32,0.8747000999999999,5,1,RS,0.874536709885621,True,False,True,0.000263619593353766,True,0.8748634901143787,False
266,64,1,128,8,2,inf,3,1,RS,inf,False,True,False,inf,True,inf,False
267,2048,10,512,16,1,0.20918540000000002,21,1,RS,0.2091649783415118,True,False,True,3.294905157967671e-05,True,0.20920582165848825,False
268,8,10,2048,4,1,0.8444295,1,26,RS,0.844348275039278,True,False,True,0.0001310513258231084,True,0.8445107249607221,False
269,64,1,16,2,2,inf,1,3,RS,inf,False,True,True,inf,True,inf,False
270,64,1,2,16,2,inf,1,3,RS,inf,False,True,False,inf,False,inf,False
271,1,1,32,32,1,inf,5,1,RS,inf,False,True,False,inf,True,inf,False
272,16,10,64,4,4,0.25893239999999995,1,6,RS,0.2587347539431918,True,False,True,0.0003188893852106094,False,0.2591300460568081,False
273,128,10,64,2,1,0.6091082999999999,1,13,RS,0.6090017547100877,True,False,True,0.000171904072086726,True,0.6092148452899122,False
274,128,1,512,1,8,inf,1,9,RS,inf,False,True,False,inf,False,inf,False
275,4,10,4,4,32,0.36732409999999993,26,1,RS,0.3672726507027441,True,False,False,8.301018009859076e-05,True,0.36737554929725574,False
276,128,10,8,4,16,0.2072657,1,11,RS,0.20722126968714674,True,False,True,7.16854936510844e-05,False,0.20731013031285325,False
277,2048,10,128,8,8,0.9453845,19,1,RS,0.9449709110721625,True,False,False,0.000667299520455388,True,0.9457980889278375,False
278,1,1,32,4,1,inf,1,12,RS,inf,False,True,False,inf,False,inf,False
279,128,1,256,4,16,inf,12,1,RS,inf,False,True,True,inf,False,inf,False
280,16,10,1024,32,2,0.22174509999999997,1,26,RS,0.22171732038839306,True,False,True,4.48206425656731e-05,True,0.22177287961160688,False
281,8,1,16,16,8,inf,6,1,RS,inf,False,True,False,inf,True,inf,False
282,512,10,16,8,2,0.2154992,1,28,RS,0.21534111343104503,True,False,True,0.000255062658968342,False,0.21565728656895497,False
283,512,1,4,8,16,inf,1,17,RS,inf,False,True,True,inf,False,inf,False
284,1024,10,128,4,8,0.8358450999999999,1,27,RS,0.8357394586866767,True,False,False,0.0001704455631572679,True,0.8359507413133231,False
285,8,10,128,4,16,1.003073,16,1,RS,1.0030067630758632,True,False,True,0.00010686907878332623,False,1.003139236924137,False
286,1024,10,256,2,4,0.45086250000000005,20,1,RS,0.45080195693776476,True,False,False,9.768239350057576e-05,False,0.45092304306223535,False
287,32,1,512,2,1,inf,11,1,RS,inf,False,True,False,inf,True,inf,False
288,2048,10,16,8,16,1.0273220000000003,26,1,RS,1.0269468340172583,True,False,False,0.0006053065339148424,False,1.0276971659827423,False
289,64,1,512,4,1,inf,11,1,RS,inf,False,True,False,inf,True,inf,False
290,2048,1,8,4,2,inf,1,11,RS,inf,False,True,True,inf,False,inf,False
291,64,1,64,4,32,inf,11,1,RS,inf,False,True,True,inf,True,inf,False
292,1024,1,64,2,1,inf,1,9,RS,inf,False,True,False,inf,False,inf,False
293,4,1,1,2,1,inf,1,2,RS,inf,False,True,False,inf,False,inf,False
294,512,1,1,1,4,inf,20,1,RS,inf,False,True,False,inf,True,inf,False
295,512,10,256,16,16,1.00875,1,27,RS,1.0085959962118682,True,False,False,0.0002484753508901656,False,1.0089040037881318,False
296,1024,1,2048,16,8,inf,26,1,RS,inf,False,True,True,inf,True,inf,False
297,16,10,2048,2,8,0.7861534,26,1,RS,0.7856367953416421,True,False,False,0.00083350887217835,True,0.7866700046583579,False
298,4,1,32,8,8,inf,1,29,RS,inf,False,True,True,inf,True,inf,False
299,64,10,8,1,32,0.24506210000000003,25,1,RS,0.24498574313859486,True,False,True,0.00012319695613122577,True,0.2451384568614052,False
300,256,1,1,4,1,inf,10,1,RS,inf,False,True,False,inf,False,inf,False
301,1,10,1,1,1,0.20376940000000002,1,1,RS,0.2037447804805375,True,False,False,3.9722034187593617e-05,False,0.20379401951946252,True
